userId,step,movieId_i,movieId_next,timestamp_i,timestamp_next,kl_score,method,num_movies,mean,std,threshold,is_drift
1,0,804,1210,964980499,964980499,7.242640698145428,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,1,1210,2018,964980499,964980523,6.865274706176107,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,2,2018,2826,964980523,964980523,6.865274706176107,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,3,2826,2628,964980523,964980523,2.2884249020587024,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,4,2628,3578,964980523,964980668,2.2884249020587024,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,5,3578,3617,964980668,964980683,5.783747659496109,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,6,3617,3744,964980683,964980694,7.852480019895884,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,7,3744,441,964980694,964980868,5.783747659496108,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,8,441,101,964980868,964980868,1.3518715532402699,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,9,101,2858,964980868,964980868,4.472077272508645,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,10,2858,1473,964980868,964980875,4.103456665069793,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,11,1473,2997,964980875,964980896,3.1536582265763125,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,12,2997,235,964980896,964980908,1.8883900155667606,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,13,235,1060,964980908,964980924,0.0,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,14,1060,356,964980924,964980962,0.6815870368799848,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,15,356,2700,964980962,964980985,4.872681560568652,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,16,2700,1500,964980985,964980985,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,17,1500,223,964980985,964980985,3.495322757437408,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,18,223,2395,964980985,964981093,0.6770006490947106,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,19,2395,3243,964981093,964981093,2.7415109127278847,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,20,3243,3253,964981093,964981107,0.0,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,21,3253,1517,964981107,964981107,1.072544024493309,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,22,1517,1732,964981107,964981125,4.176814917625463,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,23,1732,1580,964981125,964981125,3.8207710699556188,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,24,1580,3450,964981125,964981144,3.4953227574374077,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,25,3450,2596,964981144,964981144,0.6770006490947106,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,26,2596,333,964981144,964981179,2.7415109127278847,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,27,333,231,964981179,964981179,0.6770006490947107,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,28,231,1042,964981179,964981179,3.4218696281898078,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,29,1042,543,964981179,964981179,3.820771069955619,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,30,543,500,964981179,964981208,4.176814917625463,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,31,500,3052,964981208,964981208,3.820771069955619,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,32,3052,216,964981208,964981208,3.495322757437408,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,33,216,3809,964981208,964981220,0.0,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,34,3809,1777,964981220,964981230,0.6770006490947106,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,35,1777,3,964981230,964981247,0.0,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,36,3,2542,964981247,964981265,3.820771069955619,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,37,2542,2502,964981265,964981278,1.8883900155667601,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,38,2502,1080,964981278,964981327,2.7415109127278847,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,39,1080,1136,964981327,964981327,1.072544024493309,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,40,1136,1793,964981327,964981404,3.495322757437408,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,41,1793,1256,964981404,964981442,1.072544024493309,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,42,1256,1927,964981442,964981497,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,43,1927,923,964981497,964981529,4.176814917625463,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,44,923,3671,964981529,964981589,6.843739256379615,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,45,3671,2174,964981589,964981680,3.4218696281898073,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,46,2174,2872,964981680,964981680,3.4218696281898078,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,47,2872,1073,964981680,964981680,4.1034566650697935,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,48,1073,260,964981680,964981680,6.591704894560994,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,49,260,1097,964981680,964981680,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,50,1097,2193,964981680,964981710,6.865274706176107,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,51,2193,2005,964981710,964981710,0.5037282101439777,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,52,2005,1967,964981710,964981710,3.624008517956725,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,53,1967,2797,964981710,964981710,4.86066884395771,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,54,2797,367,964981710,964981710,3.438046667984682,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,55,367,2093,964981710,964981710,4.872681560568652,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,56,2093,2161,964981710,964981710,0.0,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,57,2161,3479,964981710,964981725,2.2884249020587024,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,58,3479,2105,964981725,964981725,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,59,2105,2143,964981725,964981725,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,60,2143,2054,964981725,964981747,2.7921531122026813,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,61,2054,1009,964981747,964981775,2.2474883387745734,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,62,1009,673,964981775,964981775,0.6831302071347561,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,63,673,2253,964981775,964981775,3.503569915251218,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,64,2253,3489,964981775,964981775,0.39890144176581166,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,65,3489,1920,964981775,964981780,4.86066884395771,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,66,1920,3440,964981780,964981799,3.6585252398564223,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,67,3440,3439,964981799,964981799,2.2474883387745734,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,68,3439,1196,964981799,964981827,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,69,1196,1198,964981827,964981827,1.8883900155667606,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,70,1198,2692,964981827,964981855,3.4218696281898078,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,71,2692,1214,964981855,964981855,6.8437392563796156,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,72,1214,3793,964981855,964981855,3.820771069955619,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,73,3793,3062,964981855,964981872,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,74,3062,1197,964981872,964981872,5.080578014261384,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,75,1197,2944,964981872,964981872,5.0005286971388765,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,76,2944,2949,964981872,964981888,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,77,2949,2028,964981888,964981888,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,78,2028,2571,964981888,964981888,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,79,2571,1222,964981888,964981909,6.465239819684165,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,80,1222,457,964981909,964981909,6.163380540917692,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,81,457,3703,964981909,964981909,1.3518715532402696,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,82,3703,1220,964981909,964981909,4.872681560568653,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,83,1220,1291,964981909,964981909,4.176814917625463,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,84,1291,940,964981909,964982176,0.39890144176581166,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,85,940,110,964982176,964982176,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,86,110,1954,964982176,964982176,3.495322757437408,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,87,1954,2947,964982176,964982176,7.852480019895883,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,True
1,88,2947,2948,964982176,964982191,0.0,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,89,2948,2000,964982191,964982211,4.86066884395771,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,90,2000,6,964982211,964982224,3.1536582265763125,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,91,6,2529,964982224,964982242,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,92,2529,2993,964982242,964982242,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,93,2993,2427,964982242,964982242,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,94,2427,3527,964982242,964982271,4.576849804117405,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,95,3527,592,964982271,964982271,2.2884249020587024,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
1,96,592,2991,964982271,964982271,2.2884249020587024,KL,232,3.3518824332721024,1.9927436666466143,5.344626099918717,False
